AR_Bon,Winkel,WinkelNaam,Contract,Aankomst,Cont,Emb,Pap,Ret,Oz,Rolly,Bb,Tr,Mdw,Dd,Route,Dd_Lever,VanDC,Rollin,Dolly,Pllt
8000322,8833,Efc Den Bosch:Balkweg,1/8/2024 5:45,1/8/2024 5:45,0,20,0,0,0,0,25,0,JUMBO\wesselthoonen,1/8/2024 10:29,11105,1/8/2024,VEGRDCDKW4,0,0,0
8000327,8833,Efc Den Bosch:Balkweg,1/8/2024 10:38,1/8/2024 10:30,0,17,0,0,0,0,28,0,JUMBO\wesselthoonen,1/8/2024 13:04,11196,1/8/2024,VEGRDCDKW4,0,0,0
8000353,8833,Efc Den Bosch:Balkweg,1/8/2024 10:37,1/8/2024 11:10,0,20,0,0,0,0,28,0,JUMBO\wesselthoonen,1/9/2024 7:19,11142,1/8/2024,VEGRDCDKW6,0,0,0
8001330,8890,Balkweg; Efc Kantine,1/8/2024 8:51,1/8/2024 9:22,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,1/8/2024 12:55,11198,1/8/2024,VEGRDCVERS,0,0,0
8002449,7043,Carboonplein;Kerkrade,1/8/2024 6:00,1/8/2024 6:10,40,16,2,0,0,11,5,0,JUMBO\wesselthoonen,1/9/2024 8:15,11114,1/8/2024,VEGRDCVERS,0,0,0
8002450,3656,Bloemenmarkt;Geleen,1/8/2024 6:00,1/8/2024 6:00,6,17,12,0,0,10,8,0,JUMBO\wesselthoonen,1/8/2024 10:38,11141,1/8/2024,VEGRDCVERS,0,0,0
8002451,1028,Sportlaan;Bree,1/8/2024 6:00,1/8/2024 5:44,45,9,0,0,0,20,0,0,JUMBO\wesselthoonen,1/8/2024 10:16,11075,1/8/2024,VEGRDCVERS,0,0,0
8002452,4670,Stadsplein;S-Heerenberg,1/8/2024 6:30,1/8/2024 6:30,35,19,1,0,0,1,6,0,JUMBO\wesselthoonen,1/8/2024 12:50,11170,1/8/2024,VEGRDCVERS,0,0,0
8002453,4828,Europalaan;Winterswijk,1/8/2024 7:00,1/8/2024 7:00,60,20,1,0,0,10,8,0,JUMBO\wesselthoonen,1/9/2024 8:15,11073,1/8/2024,VEGRDCVERS,0,0,0
8002454,6537,Speelheuvelstraat;Someren,1/8/2024 6:00,1/8/2024 6:00,65,19,0,1,0,12,4,0,JUMBO\wesselthoonen,1/8/2024 10:34,11027,1/8/2024,VEGRDCVERS,0,0,0
8002455,3113,Portbeemden; Eygelshoven,1/8/2024 7:00,1/8/2024 7:00,21,14,1,0,0,1,5,0,JUMBO\MarcelVanLieshout,1/16/2024 9:38,11126,1/8/2024,VEGRDCVERS,0,0,0
8002456,6193,het Straatje;Gennep,1/8/2024 6:00,1/8/2024 6:30,36,0,1,0,0,11,7,0,JUMBO\wesselthoonen,1/8/2024 10:36,11031,1/8/2024,VEGRDCVERS,0,0,0
8002457,3487,Kerkstraat;Panningen,1/8/2024 6:15,1/8/2024 6:20,26,24,6,0,0,10,7,0,JUMBO\wesselthoonen,1/8/2024 10:34,11148,1/8/2024,VEGRDCVERS,0,0,0
8002458,6400,Loenenseweg;Eerbeek,1/8/2024 6:30,1/8/2024 6:25,15,22,10,0,0,9,10,0,JUMBO\wesselthoonen,1/9/2024 8:14,11103,1/8/2024,VEGRDCVERS,0,0,0
8002459,6406,Kloosterplaats;Bemmel,1/8/2024 6:07,1/8/2024 6:00,0,18,4,0,0,0,2,0,JUMBO\wesselthoonen,1/9/2024 8:15,11047,1/8/2024,VEGRDCVERS,0,0,0
8002460,4860,Past.Poellplein;Gemert,1/8/2024 6:00,1/8/2024 7:00,45,12,0,0,0,11,5,0,JUMBO\wesselthoonen,1/8/2024 10:37,11182,1/8/2024,VEGRDCVERS,0,0,0
8002461,3475,van Heijdenstraat;Lichtenvoorde,1/8/2024 7:45,1/8/2024 8:15,10,22,0,0,0,1,19,0,JUMBO\wesselthoonen,1/8/2024 12:52,11101,1/8/2024,VEGRDCVERS,0,0,0
8002462,4698,Oosterhof;Boxtel,1/8/2024 6:00,1/8/2024 6:10,41,19,0,0,0,20,7,0,JUMBO\wesselthoonen,1/8/2024 10:35,11064,1/8/2024,VEGRDCVERS,0,0,0
8002463,3455,Europaplein;Elst,1/8/2024 6:45,1/8/2024 7:10,45,16,0,0,0,21,7,0,JUMBO\wesselthoonen,1/9/2024 8:16,11040,1/8/2024,VEGRDCVERS,0,0,0
8002464,4846,Rijksweg;Cadier en Keer,1/8/2024 7:45,1/8/2024 7:35,20,15,0,0,0,10,4,0,JUMBO\wesselthoonen,1/8/2024 13:00,11016,1/8/2024,VEGRDCVERS,0,0,0
8002465,4893,Kuilenstraat;Meerssen,1/8/2024 8:49,1/8/2024 8:15,0,12,0,0,0,0,6,0,JUMBO\wesselthoonen,1/8/2024 13:00,11016,1/8/2024,VEGRDCVERS,0,0,0
8002466,6205,Walramplein;Valkenburg,1/8/2024 7:30,1/8/2024 7:25,15,13,0,0,0,12,1,0,JUMBO\wesselthoonen,1/8/2024 12:57,11174,1/8/2024,VEGRDCVERS,0,0,0
8002467,1009,Sinttruidersteenweg;Stlambrecht,1/8/2024 8:10,1/8/2024 8:08,15,19,13,0,0,10,0,0,JUMBO\wesselthoonen,1/8/2024 12:42,11010,1/8/2024,VEGRDCVERS,0,0,0
8002468,4884,Markt;Oirsbeek,1/8/2024 8:13,1/8/2024 9:05,36,20,1,0,0,2,8,0,JUMBO\wesselthoonen,1/9/2024 8:10,11021,1/8/2024,VEGRDCVERS,0,0,0
8002469,3454,Basilica;Elst,1/8/2024 7:30,1/8/2024 7:45,35,14,1,0,0,0,6,0,JUMBO\wesselthoonen,1/8/2024 12:53,11501,1/8/2024,VEGRDCVERS,0,0,0
8002470,3083,Stationsstraat;Deurne,1/8/2024 6:00,1/8/2024 6:00,25,18,0,0,0,11,6,0,JUMBO\wesselthoonen,1/9/2024 7:59,11062,1/8/2024,VEGRDCVERS,0,0,0
8002471,6487,Adm de Ruyterstraat;Aalten,1/8/2024 7:00,1/8/2024 6:55,51,16,1,0,0,23,5,0,JUMBO\wesselthoonen,1/8/2024 12:58,11112,1/8/2024,VEGRDCVERS,0,0,0
