AR_Bon,Winkel,WinkelNaam,Contract,Aankomst,Cont,Emb,Pap,Ret,Oz,Rolly,Bb,Tr,Mdw,Dd,Route,Dd_Lever,VanDC,Rollin,Dolly,Pllt
93000929,8833,Efc Den Bosch:Balkweg,4/3/2023 12:45,,0,0,0,0,0,0,0,0,,,19169,4/3/2023,VEGRDCDKW4,0,0,0
93001542,8833,Efc Den Bosch:Balkweg,4/3/2023 21:10,4/3/2023 20:47,0,20,0,0,0,0,25,0,JUMBO\wesselthoonen,4/4/2023 7:22,11004,4/3/2023,VEGRDCDKW6,0,0,0
93001543,8833,Efc Den Bosch:Balkweg,4/3/2023 21:58,4/3/2023 21:39,0,48,0,0,0,0,0,0,JUMBO\wesselthoonen,4/4/2023 9:59,11097,4/3/2023,VEGRDCDKW4,0,0,0
93003787,8833,Efc Den Bosch:Balkweg,4/3/2023 5:45,4/3/2023 6:05,0,26,0,0,0,0,19,0,JUMBO\MarcelVanLieshout,4/3/2023 14:07,11203,4/3/2023,VEGRDCDKW4,0,0,0
93003830,8833,Efc Den Bosch:Balkweg,4/3/2023 9:05,4/3/2023 9:45,0,0,0,0,0,0,0,0,JUMBO\MarcelVanLieshout,4/3/2023 14:06,11193,4/3/2023,VEGRDCDKW6,0,0,348
93003901,8890,Balkweg; Efc Kantine,4/3/2023 4:30,4/3/2023 4:30,0,0,0,0,0,0,0,0,JUMBO\MarcelVanLieshout,4/3/2023 9:41,11041,4/3/2023,VEGRDCVERS,0,0,0
93003902,8833,Efc Den Bosch:Balkweg,4/3/2023 4:45,4/3/2023 4:30,0,0,0,0,0,0,45,0,JUMBO\MarcelVanLieshout,4/3/2023 9:41,11041,4/3/2023,VEGRDCVERS,0,0,0
93003903,8833,Efc Den Bosch:Balkweg,4/3/2023 5:40,4/3/2023 5:40,105,0,0,0,0,180,0,0,JUMBO\MarcelVanLieshout,4/3/2023 9:42,11181,4/3/2023,VEGRDCVERS,0,0,0
93004000,4828,Europalaan;Winterswijk,4/3/2023 8:00,4/3/2023 8:20,0,0,0,0,0,0,0,0,JUMBO\MarcelVanLieshout,4/3/2023 14:07,11500,4/3/2023,VEGRDCDKW4,0,0,0
93005242,4834,Rembrandtplein;Nieuw Bergen,4/3/2023 6:30,4/3/2023 6:30,35,19,0,0,0,10,5,0,JUMBO\wesselthoonen,4/3/2023 14:07,11094,4/3/2023,VEGRDCVERS,0,0,0
