Vestiging;Naam vestiging;Datum;Afzet CE Totaal
6389;Surhuisterveen - Torenplein 27;09-04-2024;542
6389;Surhuisterveen - Torenplein 27;10-04-2024;678
6389;Surhuisterveen - Torenplein 27;11-04-2024;789
6389;Surhuisterveen - Torenplein 27;12-04-2024;1215
6389;Surhuisterveen - Torenplein 27;13-04-2024;1292
6389;Surhuisterveen - Torenplein 27;14-04-2024;539
6391;Zoetermeer - Kentgensplein 3;08-04-2024;1334
6391;Zoetermeer - Kentgensplein 3;09-04-2024;1183
6391;Zoetermeer - Kentgensplein 3;10-04-2024;1381
6391;Zoetermeer - Kentgensplein 3;11-04-2024;1312
6391;Zoetermeer - Kentgensplein 3;12-04-2024;1890
6391;Zoetermeer - Kentgensplein 3;13-04-2024;1683
6391;Zoetermeer - Kentgensplein 3;14-04-2024;1172
6392;Roosendaal - Rembrandtgalerij 103-109;08-04-2024;1941
6392;Roosendaal - Rembrandtgalerij 103-109;09-04-2024;1881
6392;Roosendaal - Rembrandtgalerij 103-109;10-04-2024;2019
6392;Roosendaal - Rembrandtgalerij 103-109;11-04-2024;1945
6392;Roosendaal - Rembrandtgalerij 103-109;12-04-2024;2162
6392;Roosendaal - Rembrandtgalerij 103-109;13-04-2024;1989
6392;Roosendaal - Rembrandtgalerij 103-109;14-04-2024;1289
6396;Hendrik Ido Ambacht - de Schoof 120;08-04-2024;814
6396;Hendrik Ido Ambacht - de Schoof 120;09-04-2024;718
6396;Hendrik Ido Ambacht - de Schoof 120;10-04-2024;944
6396;Hendrik Ido Ambacht - de Schoof 120;11-04-2024;1005
6396;Hendrik Ido Ambacht - de Schoof 120;12-04-2024;1451
6396;Hendrik Ido Ambacht - de Schoof 120;13-04-2024;1411
6396;Hendrik Ido Ambacht - de Schoof 120;14-04-2024;26
6400;Eerbeek - Loenenseweg 3;08-04-2024;981
6400;Eerbeek - Loenenseweg 3;09-04-2024;835
6400;Eerbeek - Loenenseweg 3;10-04-2024;970
6400;Eerbeek - Loenenseweg 3;11-04-2024;1012
6400;Eerbeek - Loenenseweg 3;12-04-2024;1606
6400;Eerbeek - Loenenseweg 3;13-04-2024;1633
6400;Eerbeek - Loenenseweg 3;14-04-2024;1060
6405;Meppel - Rembrandtplein 81;08-04-2024;1039
6405;Meppel - Rembrandtplein 81;09-04-2024;973
6405;Meppel - Rembrandtplein 81;10-04-2024;1010
6405;Meppel - Rembrandtplein 81;11-04-2024;1134
6405;Meppel - Rembrandtplein 81;12-04-2024;1606
6405;Meppel - Rembrandtplein 81;13-04-2024;1591
6405;Meppel - Rembrandtplein 81;14-04-2024;815
6406;Bemmel - Kloosterplaats 1;08-04-2024;569
6406;Bemmel - Kloosterplaats 1;09-04-2024;664
6406;Bemmel - Kloosterplaats 1;10-04-2024;667
6406;Bemmel - Kloosterplaats 1;11-04-2024;690
6406;Bemmel - Kloosterplaats 1;12-04-2024;932
6406;Bemmel - Kloosterplaats 1;13-04-2024;912
6406;Bemmel - Kloosterplaats 1;14-04-2024;590
6407;Elburg - Zwolscheweg 1;08-04-2024;759
6407;Elburg - Zwolscheweg 1;09-04-2024;777
6407;Elburg - Zwolscheweg 1;10-04-2024;768
6407;Elburg - Zwolscheweg 1;11-04-2024;829
6407;Elburg - Zwolscheweg 1;12-04-2024;1116
6407;Elburg - Zwolscheweg 1;13-04-2024;1429
6409;Terheijden - Hoofdstraat 61;08-04-2024;577
6409;Terheijden - Hoofdstraat 61;09-04-2024;533
6409;Terheijden - Hoofdstraat 61;10-04-2024;696
6409;Terheijden - Hoofdstraat 61;11-04-2024;727
6409;Terheijden - Hoofdstraat 61;12-04-2024;908
6409;Terheijden - Hoofdstraat 61;13-04-2024;901
6409;Terheijden - Hoofdstraat 61;14-04-2024;597
6410;Leek - Industriepark 5R;08-04-2024;1293
6410;Leek - Industriepark 5R;09-04-2024;1292
6410;Leek - Industriepark 5R;10-04-2024;1338
6410;Leek - Industriepark 5R;11-04-2024;1517
6410;Leek - Industriepark 5R;12-04-2024;2466
6410;Leek - Industriepark 5R;13-04-2024;2075
6410;Leek - Industriepark 5R;14-04-2024;950
6413;Uitgeest - Melis Stokelaan 1-3;08-04-2024;1060
6413;Uitgeest - Melis Stokelaan 1-3;09-04-2024;867
6413;Uitgeest - Melis Stokelaan 1-3;10-04-2024;1099
6413;Uitgeest - Melis Stokelaan 1-3;11-04-2024;1107
6413;Uitgeest - Melis Stokelaan 1-3;12-04-2024;1623
6413;Uitgeest - Melis Stokelaan 1-3;13-04-2024;1724
6413;Uitgeest - Melis Stokelaan 1-3;14-04-2024;1062
6414;Wolvega - Markt 31;08-04-2024;994
6414;Wolvega - Markt 31;09-04-2024;899
6414;Wolvega - Markt 31;10-04-2024;1179
6414;Wolvega - Markt 31;11-04-2024;1251
6414;Wolvega - Markt 31;12-04-2024;1694
6414;Wolvega - Markt 31;13-04-2024;1788
6414;Wolvega - Markt 31;14-04-2024;912
6415;Scherpenzeel - Marktstraat 11;08-04-2024;746
6415;Scherpenzeel - Marktstraat 11;09-04-2024;525
6415;Scherpenzeel - Marktstraat 11;10-04-2024;675
6415;Scherpenzeel - Marktstraat 11;11-04-2024;693
6415;Scherpenzeel - Marktstraat 11;12-04-2024;1142
6415;Scherpenzeel - Marktstraat 11;13-04-2024;1109
6417;Huissen - Brink 14;08-04-2024;860
6417;Huissen - Brink 14;09-04-2024;828
6417;Huissen - Brink 14;10-04-2024;1151
6417;Huissen - Brink 14;11-04-2024;831
6417;Huissen - Brink 14;12-04-2024;1307
6417;Huissen - Brink 14;13-04-2024;1422
6417;Huissen - Brink 14;14-04-2024;830
6418;Duiven - Eilandplein 506-508;08-04-2024;931
6418;Duiven - Eilandplein 506-508;09-04-2024;951
6418;Duiven - Eilandplein 506-508;10-04-2024;939
6418;Duiven - Eilandplein 506-508;11-04-2024;914
6418;Duiven - Eilandplein 506-508;12-04-2024;1274
6418;Duiven - Eilandplein 506-508;13-04-2024;1175
6418;Duiven - Eilandplein 506-508;14-04-2024;724
6419;De Koog (Texel) - Nikadel 73;08-04-2024;1020
6419;De Koog (Texel) - Nikadel 73;09-04-2024;811
6419;De Koog (Texel) - Nikadel 73;10-04-2024;767
6419;De Koog (Texel) - Nikadel 73;11-04-2024;779
6419;De Koog (Texel) - Nikadel 73;12-04-2024;1481
6419;De Koog (Texel) - Nikadel 73;13-04-2024;1191
6419;De Koog (Texel) - Nikadel 73;14-04-2024;867
6421;Oss - Vierhoeksingel 7;08-04-2024;1551
6421;Oss - Vierhoeksingel 7;09-04-2024;1234
6421;Oss - Vierhoeksingel 7;10-04-2024;1477
6421;Oss - Vierhoeksingel 7;11-04-2024;1460
6421;Oss - Vierhoeksingel 7;12-04-2024;2118
6421;Oss - Vierhoeksingel 7;13-04-2024;2081
6421;Oss - Vierhoeksingel 7;14-04-2024;1382
6422;Den Burg (Texel) - Vogelenzang 11;08-04-2024;607
6422;Den Burg (Texel) - Vogelenzang 11;09-04-2024;475
6422;Den Burg (Texel) - Vogelenzang 11;10-04-2024;515
6422;Den Burg (Texel) - Vogelenzang 11;11-04-2024;437
6422;Den Burg (Texel) - Vogelenzang 11;12-04-2024;740
6422;Den Burg (Texel) - Vogelenzang 11;13-04-2024;771
6422;Den Burg (Texel) - Vogelenzang 11;14-04-2024;466
6425;Terschelling - Formerum 16;08-04-2024;454
6425;Terschelling - Formerum 16;09-04-2024;345
6425;Terschelling - Formerum 16;10-04-2024;338
6425;Terschelling - Formerum 16;11-04-2024;285
6425;Terschelling - Formerum 16;12-04-2024;645
6425;Terschelling - Formerum 16;13-04-2024;490
6425;Terschelling - Formerum 16;14-04-2024;238
6427;Oss - Wolfskooi 49;08-04-2024;1235
6427;Oss - Wolfskooi 49;09-04-2024;1133
6427;Oss - Wolfskooi 49;10-04-2024;1230
6427;Oss - Wolfskooi 49;11-04-2024;1382
6427;Oss - Wolfskooi 49;12-04-2024;1979
6427;Oss - Wolfskooi 49;13-04-2024;2187
6427;Oss - Wolfskooi 49;14-04-2024;1517
6431;Sappemeer - Noorderstraat 103;08-04-2024;1227
6431;Sappemeer - Noorderstraat 103;09-04-2024;1146
6431;Sappemeer - Noorderstraat 103;10-04-2024;1379
6431;Sappemeer - Noorderstraat 103;11-04-2024;1378
6431;Sappemeer - Noorderstraat 103;12-04-2024;2125
6431;Sappemeer - Noorderstraat 103;13-04-2024;1750
6431;Sappemeer - Noorderstraat 103;14-04-2024;1087
6433;Lemmer - Stationsweg 4;08-04-2024;620
6433;Lemmer - Stationsweg 4;09-04-2024;559
6433;Lemmer - Stationsweg 4;10-04-2024;575
6433;Lemmer - Stationsweg 4;11-04-2024;764
6433;Lemmer - Stationsweg 4;12-04-2024;1242
6433;Lemmer - Stationsweg 4;13-04-2024;1105
6433;Lemmer - Stationsweg 4;14-04-2024;716
6434;Arnhem - Elderveldplein 12;08-04-2024;1236
6434;Arnhem - Elderveldplein 12;09-04-2024;1238
6434;Arnhem - Elderveldplein 12;10-04-2024;1321
6434;Arnhem - Elderveldplein 12;11-04-2024;1346
6434;Arnhem - Elderveldplein 12;12-04-2024;1669
6434;Arnhem - Elderveldplein 12;13-04-2024;1691
6434;Arnhem - Elderveldplein 12;14-04-2024;1157
6437;Gorssel - Nijverheidsstraat 22;08-04-2024;630
6437;Gorssel - Nijverheidsstraat 22;09-04-2024;515
6437;Gorssel - Nijverheidsstraat 22;10-04-2024;501
6437;Gorssel - Nijverheidsstraat 22;11-04-2024;641
6437;Gorssel - Nijverheidsstraat 22;12-04-2024;908
6437;Gorssel - Nijverheidsstraat 22;13-04-2024;872
6437;Gorssel - Nijverheidsstraat 22;14-04-2024;515
6441;Kollum - Mr. Andreaestraat 16;08-04-2024;768
6441;Kollum - Mr. Andreaestraat 16;09-04-2024;1012
6441;Kollum - Mr. Andreaestraat 16;10-04-2024;792
6441;Kollum - Mr. Andreaestraat 16;11-04-2024;1321
6441;Kollum - Mr. Andreaestraat 16;12-04-2024;1663
6441;Kollum - Mr. Andreaestraat 16;13-04-2024;1487
6441;Kollum - Mr. Andreaestraat 16;14-04-2024;653
6443;Nunspeet - Industrieweg 15;08-04-2024;876
6443;Nunspeet - Industrieweg 15;09-04-2024;684
6443;Nunspeet - Industrieweg 15;10-04-2024;895
6443;Nunspeet - Industrieweg 15;11-04-2024;1138
6443;Nunspeet - Industrieweg 15;12-04-2024;1615
6443;Nunspeet - Industrieweg 15;13-04-2024;1914
6444;Diemen - Kruidenhof 26;08-04-2024;1566
6444;Diemen - Kruidenhof 26;09-04-2024;1526
6444;Diemen - Kruidenhof 26;10-04-2024;1588
6444;Diemen - Kruidenhof 26;11-04-2024;1476
6444;Diemen - Kruidenhof 26;12-04-2024;1979
6444;Diemen - Kruidenhof 26;13-04-2024;2110
6444;Diemen - Kruidenhof 26;14-04-2024;1349
6445;Diemen - Gruttoplein 9;08-04-2024;842
6445;Diemen - Gruttoplein 9;09-04-2024;638
6445;Diemen - Gruttoplein 9;10-04-2024;804
6445;Diemen - Gruttoplein 9;11-04-2024;705
6445;Diemen - Gruttoplein 9;12-04-2024;949
6445;Diemen - Gruttoplein 9;13-04-2024;1108
6445;Diemen - Gruttoplein 9;14-04-2024;775
6449;Joure - G. Knolweg 52A;08-04-2024;1086
6449;Joure - G. Knolweg 52A;09-04-2024;924
6449;Joure - G. Knolweg 52A;10-04-2024;1020
6449;Joure - G. Knolweg 52A;11-04-2024;1105
6449;Joure - G. Knolweg 52A;12-04-2024;1779
6449;Joure - G. Knolweg 52A;13-04-2024;1753
6449;Joure - G. Knolweg 52A;14-04-2024;1006
6451;Heerenveen - Molenplein 27;08-04-2024;1319
6451;Heerenveen - Molenplein 27;09-04-2024;1111
6451;Heerenveen - Molenplein 27;10-04-2024;1289
6451;Heerenveen - Molenplein 27;11-04-2024;1187
6451;Heerenveen - Molenplein 27;12-04-2024;1661
6451;Heerenveen - Molenplein 27;13-04-2024;1703
6451;Heerenveen - Molenplein 27;14-04-2024;895
6452;Roden - Westerbaan 1;08-04-2024;983
6452;Roden - Westerbaan 1;09-04-2024;761
6452;Roden - Westerbaan 1;10-04-2024;865
6452;Roden - Westerbaan 1;11-04-2024;921
6452;Roden - Westerbaan 1;12-04-2024;1216
6452;Roden - Westerbaan 1;13-04-2024;1437
6452;Roden - Westerbaan 1;14-04-2024;672
6453;Woudenberg - 't Schilt 18;08-04-2024;489
6453;Woudenberg - 't Schilt 18;09-04-2024;522
6453;Woudenberg - 't Schilt 18;10-04-2024;575
6453;Woudenberg - 't Schilt 18;11-04-2024;553
6453;Woudenberg - 't Schilt 18;12-04-2024;799
6453;Woudenberg - 't Schilt 18;13-04-2024;1083
6453;Woudenberg - 't Schilt 18;14-04-2024;4
6454;Amsterdam - Buitenveldertselaan 184;08-04-2024;1482
6454;Amsterdam - Buitenveldertselaan 184;09-04-2024;1432
6454;Amsterdam - Buitenveldertselaan 184;10-04-2024;1418
6454;Amsterdam - Buitenveldertselaan 184;11-04-2024;1657
6454;Amsterdam - Buitenveldertselaan 184;12-04-2024;1956
6454;Amsterdam - Buitenveldertselaan 184;13-04-2024;1776
6454;Amsterdam - Buitenveldertselaan 184;14-04-2024;1382
6456;Tilburg - Lieve Vrouweplein 11-12;08-04-2024;1851
6456;Tilburg - Lieve Vrouweplein 11-12;09-04-2024;1631
6456;Tilburg - Lieve Vrouweplein 11-12;10-04-2024;1944
6456;Tilburg - Lieve Vrouweplein 11-12;11-04-2024;1893
6456;Tilburg - Lieve Vrouweplein 11-12;12-04-2024;2390
6456;Tilburg - Lieve Vrouweplein 11-12;13-04-2024;2426
6456;Tilburg - Lieve Vrouweplein 11-12;14-04-2024;1575
6457;Grou - Stationsweg 38F;08-04-2024;821
6457;Grou - Stationsweg 38F;09-04-2024;664
6457;Grou - Stationsweg 38F;10-04-2024;773
6457;Grou - Stationsweg 38F;11-04-2024;952
6457;Grou - Stationsweg 38F;12-04-2024;1289
6457;Grou - Stationsweg 38F;13-04-2024;1212
6457;Grou - Stationsweg 38F;14-04-2024;666
6458;Groningen - Wilhelminakade 21;08-04-2024;1708
6458;Groningen - Wilhelminakade 21;09-04-2024;1460
6458;Groningen - Wilhelminakade 21;10-04-2024;1745
6458;Groningen - Wilhelminakade 21;11-04-2024;1680
6458;Groningen - Wilhelminakade 21;12-04-2024;2271
6458;Groningen - Wilhelminakade 21;13-04-2024;2340
6458;Groningen - Wilhelminakade 21;14-04-2024;1596
6460;Marknesse - Breestraat 29;08-04-2024;1104
6460;Marknesse - Breestraat 29;09-04-2024;953
6460;Marknesse - Breestraat 29;10-04-2024;1187
6460;Marknesse - Breestraat 29;11-04-2024;1161
6460;Marknesse - Breestraat 29;12-04-2024;1673
6460;Marknesse - Breestraat 29;13-04-2024;1810
6460;Marknesse - Breestraat 29;14-04-2024;1063
6461;Harlingen - Spoorstraat 1;08-04-2024;1182
6461;Harlingen - Spoorstraat 1;09-04-2024;982
6461;Harlingen - Spoorstraat 1;10-04-2024;1044
6461;Harlingen - Spoorstraat 1;11-04-2024;1267
6461;Harlingen - Spoorstraat 1;12-04-2024;1649
6461;Harlingen - Spoorstraat 1;13-04-2024;1653
6461;Harlingen - Spoorstraat 1;14-04-2024;993
6465;Nes (Ameland) - Hoge Eggenweg 6;08-04-2024;882
6465;Nes (Ameland) - Hoge Eggenweg 6;09-04-2024;578
6465;Nes (Ameland) - Hoge Eggenweg 6;10-04-2024;521
6465;Nes (Ameland) - Hoge Eggenweg 6;11-04-2024;600
6465;Nes (Ameland) - Hoge Eggenweg 6;12-04-2024;1327
6465;Nes (Ameland) - Hoge Eggenweg 6;13-04-2024;1696
6466;Hank - Kerkstraat 43;08-04-2024;579
6466;Hank - Kerkstraat 43;09-04-2024;424
6466;Hank - Kerkstraat 43;10-04-2024;680
6466;Hank - Kerkstraat 43;11-04-2024;807
6466;Hank - Kerkstraat 43;12-04-2024;1015
6466;Hank - Kerkstraat 43;13-04-2024;1177
6470;Nijkerk - Molenplein 15;08-04-2024;1069
6470;Nijkerk - Molenplein 15;09-04-2024;849
6470;Nijkerk - Molenplein 15;10-04-2024;1113
6470;Nijkerk - Molenplein 15;11-04-2024;1090
6470;Nijkerk - Molenplein 15;12-04-2024;1624
6470;Nijkerk - Molenplein 15;13-04-2024;1663
6470;Nijkerk - Molenplein 15;14-04-2024;935
6471;Zelhem - Bergstraat 1;08-04-2024;592
6471;Zelhem - Bergstraat 1;09-04-2024;611
6471;Zelhem - Bergstraat 1;10-04-2024;768
6471;Zelhem - Bergstraat 1;11-04-2024;932
6471;Zelhem - Bergstraat 1;12-04-2024;1251
6471;Zelhem - Bergstraat 1;13-04-2024;1301
6471;Zelhem - Bergstraat 1;14-04-2024;589
6473;Meppel - Marktstraat 16;08-04-2024;1427
6473;Meppel - Marktstraat 16;09-04-2024;1308
6473;Meppel - Marktstraat 16;10-04-2024;1360
6473;Meppel - Marktstraat 16;11-04-2024;1322
6473;Meppel - Marktstraat 16;12-04-2024;1680
6473;Meppel - Marktstraat 16;13-04-2024;1627
6473;Meppel - Marktstraat 16;14-04-2024;1185
6478;Leeuwarden - Hoeksterpad 1;08-04-2024;2157
6478;Leeuwarden - Hoeksterpad 1;09-04-2024;2014
6478;Leeuwarden - Hoeksterpad 1;10-04-2024;2244
6478;Leeuwarden - Hoeksterpad 1;11-04-2024;2116
6478;Leeuwarden - Hoeksterpad 1;12-04-2024;2562
6478;Leeuwarden - Hoeksterpad 1;13-04-2024;2422
6478;Leeuwarden - Hoeksterpad 1;14-04-2024;1621
6479;Bedum - Noordwolderweg 7;08-04-2024;746
6479;Bedum - Noordwolderweg 7;09-04-2024;742
6479;Bedum - Noordwolderweg 7;10-04-2024;920
6479;Bedum - Noordwolderweg 7;11-04-2024;866
6479;Bedum - Noordwolderweg 7;12-04-2024;1402
6479;Bedum - Noordwolderweg 7;13-04-2024;1639
6479;Bedum - Noordwolderweg 7;14-04-2024;878
6480;Dreumel - Ekershof 5;08-04-2024;591
6480;Dreumel - Ekershof 5;09-04-2024;429
6480;Dreumel - Ekershof 5;10-04-2024;549
6480;Dreumel - Ekershof 5;11-04-2024;507
6480;Dreumel - Ekershof 5;12-04-2024;813
6480;Dreumel - Ekershof 5;13-04-2024;950
6480;Dreumel - Ekershof 5;14-04-2024;381
6481;Hoevelaken - Westerdorpsstraat 23;08-04-2024;612
6481;Hoevelaken - Westerdorpsstraat 23;09-04-2024;591
6481;Hoevelaken - Westerdorpsstraat 23;10-04-2024;668
6481;Hoevelaken - Westerdorpsstraat 23;11-04-2024;707
6481;Hoevelaken - Westerdorpsstraat 23;12-04-2024;1148
6481;Hoevelaken - Westerdorpsstraat 23;13-04-2024;1020
6481;Hoevelaken - Westerdorpsstraat 23;14-04-2024;619
6485;Boxmeer - Burg. Verkuijlstraat 26-32;08-04-2024;1221
6485;Boxmeer - Burg. Verkuijlstraat 26-32;09-04-2024;1340
6485;Boxmeer - Burg. Verkuijlstraat 26-32;10-04-2024;1358
6485;Boxmeer - Burg. Verkuijlstraat 26-32;11-04-2024;1218
6485;Boxmeer - Burg. Verkuijlstraat 26-32;12-04-2024;1861
6485;Boxmeer - Burg. Verkuijlstraat 26-32;13-04-2024;1753
6485;Boxmeer - Burg. Verkuijlstraat 26-32;14-04-2024;1353
6486;Ommen - Markt 22-24;08-04-2024;702
6486;Ommen - Markt 22-24;09-04-2024;553
6486;Ommen - Markt 22-24;10-04-2024;613
6486;Ommen - Markt 22-24;11-04-2024;758
6486;Ommen - Markt 22-24;12-04-2024;1285
6486;Ommen - Markt 22-24;13-04-2024;1216
6486;Ommen - Markt 22-24;14-04-2024;558
6487;Aalten - Admiraal de Ruyterstraat 10;08-04-2024;1069
6487;Aalten - Admiraal de Ruyterstraat 10;09-04-2024;1036
6487;Aalten - Admiraal de Ruyterstraat 10;10-04-2024;1142
6487;Aalten - Admiraal de Ruyterstraat 10;11-04-2024;1395
6487;Aalten - Admiraal de Ruyterstraat 10;12-04-2024;1506
6487;Aalten - Admiraal de Ruyterstraat 10;13-04-2024;1538
6487;Aalten - Admiraal de Ruyterstraat 10;14-04-2024;926
6489;Brummen - Ambachtstraat 38;08-04-2024;511
6489;Brummen - Ambachtstraat 38;09-04-2024;492
6489;Brummen - Ambachtstraat 38;10-04-2024;580
6489;Brummen - Ambachtstraat 38;11-04-2024;601
6489;Brummen - Ambachtstraat 38;12-04-2024;992
6489;Brummen - Ambachtstraat 38;13-04-2024;844
6489;Brummen - Ambachtstraat 38;14-04-2024;502
6496;Coevorden - Ing. A. Vonkweg 6-8;08-04-2024;782
6496;Coevorden - Ing. A. Vonkweg 6-8;09-04-2024;694
6496;Coevorden - Ing. A. Vonkweg 6-8;10-04-2024;698
6496;Coevorden - Ing. A. Vonkweg 6-8;11-04-2024;829
6496;Coevorden - Ing. A. Vonkweg 6-8;12-04-2024;1179
6496;Coevorden - Ing. A. Vonkweg 6-8;13-04-2024;1165
6496;Coevorden - Ing. A. Vonkweg 6-8;14-04-2024;536
6500;Drachten - Stationsweg 164;08-04-2024;2232
6500;Drachten - Stationsweg 164;09-04-2024;2154
6500;Drachten - Stationsweg 164;10-04-2024;2292
6500;Drachten - Stationsweg 164;11-04-2024;2695
6500;Drachten - Stationsweg 164;12-04-2024;3643
6500;Drachten - Stationsweg 164;13-04-2024;3647
6500;Drachten - Stationsweg 164;14-04-2024;2148
6501;Heerenveen - Jister 29;08-04-2024;1291
6501;Heerenveen - Jister 29;09-04-2024;1119
6501;Heerenveen - Jister 29;10-04-2024;1477
6501;Heerenveen - Jister 29;11-04-2024;1509
6501;Heerenveen - Jister 29;12-04-2024;2074
6501;Heerenveen - Jister 29;13-04-2024;1953
6501;Heerenveen - Jister 29;14-04-2024;1165
6506;Groningen - Beren 85;08-04-2024;2229
6506;Groningen - Beren 85;09-04-2024;2418
6506;Groningen - Beren 85;10-04-2024;2393
6506;Groningen - Beren 85;11-04-2024;2124
6506;Groningen - Beren 85;12-04-2024;2883
6506;Groningen - Beren 85;13-04-2024;2846
6506;Groningen - Beren 85;14-04-2024;1969
6507;Wommels - Terp 11;08-04-2024;364
6507;Wommels - Terp 11;09-04-2024;336
6507;Wommels - Terp 11;10-04-2024;398
6507;Wommels - Terp 11;11-04-2024;506
6507;Wommels - Terp 11;12-04-2024;607
6507;Wommels - Terp 11;13-04-2024;605
6507;Wommels - Terp 11;14-04-2024;305
6508;Bolsward - Snekerstraat 14;08-04-2024;1154
6508;Bolsward - Snekerstraat 14;09-04-2024;1020
6508;Bolsward - Snekerstraat 14;10-04-2024;1443
6508;Bolsward - Snekerstraat 14;11-04-2024;1452
6508;Bolsward - Snekerstraat 14;12-04-2024;2261
6508;Bolsward - Snekerstraat 14;13-04-2024;2034
6508;Bolsward - Snekerstraat 14;14-04-2024;1353
6509;Makkum - Lieuwkemastraat 9;08-04-2024;582
6509;Makkum - Lieuwkemastraat 9;09-04-2024;569
6509;Makkum - Lieuwkemastraat 9;10-04-2024;637
6509;Makkum - Lieuwkemastraat 9;11-04-2024;496
6509;Makkum - Lieuwkemastraat 9;12-04-2024;1001
6509;Makkum - Lieuwkemastraat 9;13-04-2024;834
6509;Makkum - Lieuwkemastraat 9;14-04-2024;477
6518;Ter Apel - Nederveen Cappelstraat 41;08-04-2024;1010
6518;Ter Apel - Nederveen Cappelstraat 41;09-04-2024;879
6518;Ter Apel - Nederveen Cappelstraat 41;10-04-2024;959
6518;Ter Apel - Nederveen Cappelstraat 41;11-04-2024;987
6518;Ter Apel - Nederveen Cappelstraat 41;12-04-2024;1574
6518;Ter Apel - Nederveen Cappelstraat 41;13-04-2024;1631
6518;Ter Apel - Nederveen Cappelstraat 41;14-04-2024;876
6519;Goor - van Kollaan 7;08-04-2024;1063
6519;Goor - van Kollaan 7;09-04-2024;1071
6519;Goor - van Kollaan 7;10-04-2024;1105
6519;Goor - van Kollaan 7;11-04-2024;1209
6519;Goor - van Kollaan 7;12-04-2024;1980
6519;Goor - van Kollaan 7;13-04-2024;2076
6519;Goor - van Kollaan 7;14-04-2024;1506
6520;Haaksbergen - Stationsstraat 12;08-04-2024;1075
6520;Haaksbergen - Stationsstraat 12;09-04-2024;919
6520;Haaksbergen - Stationsstraat 12;10-04-2024;1085
6520;Haaksbergen - Stationsstraat 12;11-04-2024;1140
6520;Haaksbergen - Stationsstraat 12;12-04-2024;1984
6520;Haaksbergen - Stationsstraat 12;13-04-2024;2030
6520;Haaksbergen - Stationsstraat 12;14-04-2024;1124
6525;Brielle - Thoelaverweg 1;08-04-2024;1220
6525;Brielle - Thoelaverweg 1;09-04-2024;117
6525;Brielle - Thoelaverweg 1;10-04-2024;1236
6525;Brielle - Thoelaverweg 1;11-04-2024;1258
6525;Brielle - Thoelaverweg 1;12-04-2024;1845
6525;Brielle - Thoelaverweg 1;13-04-2024;1496
6525;Brielle - Thoelaverweg 1;14-04-2024;1197
6526;Cuijk - Lavendel 382;08-04-2024;1306
6526;Cuijk - Lavendel 382;09-04-2024;1142
6526;Cuijk - Lavendel 382;10-04-2024;1285
6526;Cuijk - Lavendel 382;11-04-2024;1353
6526;Cuijk - Lavendel 382;12-04-2024;1822
6526;Cuijk - Lavendel 382;13-04-2024;2073
6526;Cuijk - Lavendel 382;14-04-2024;1570
6529;Grave - Essinklaan 72;08-04-2024;749
6529;Grave - Essinklaan 72;09-04-2024;601
6529;Grave - Essinklaan 72;10-04-2024;538
6529;Grave - Essinklaan 72;11-04-2024;540
6529;Grave - Essinklaan 72;12-04-2024;958
6529;Grave - Essinklaan 72;13-04-2024;1051
6529;Grave - Essinklaan 72;14-04-2024;617
6531;Lieshout - Dorpsstraat 54A;08-04-2024;418
6531;Lieshout - Dorpsstraat 54A;09-04-2024;325
6531;Lieshout - Dorpsstraat 54A;10-04-2024;413
6531;Lieshout - Dorpsstraat 54A;11-04-2024;424
6531;Lieshout - Dorpsstraat 54A;12-04-2024;768
6531;Lieshout - Dorpsstraat 54A;13-04-2024;598
6531;Lieshout - Dorpsstraat 54A;14-04-2024;332
6533;Maastricht - Malbergsingel 74;08-04-2024;1215
6533;Maastricht - Malbergsingel 74;09-04-2024;1180
6533;Maastricht - Malbergsingel 74;10-04-2024;1284
6533;Maastricht - Malbergsingel 74;11-04-2024;1567
6533;Maastricht - Malbergsingel 74;12-04-2024;1600
6533;Maastricht - Malbergsingel 74;13-04-2024;1782
6533;Maastricht - Malbergsingel 74;14-04-2024;1312
6535;Moergestel - Rootven 38;08-04-2024;546
6535;Moergestel - Rootven 38;09-04-2024;510
6535;Moergestel - Rootven 38;10-04-2024;581
6535;Moergestel - Rootven 38;11-04-2024;597
6535;Moergestel - Rootven 38;12-04-2024;801
6535;Moergestel - Rootven 38;13-04-2024;936
6535;Moergestel - Rootven 38;14-04-2024;450
6536;Sevenum - Horsterweg 64;08-04-2024;1344
6536;Sevenum - Horsterweg 64;09-04-2024;1230
6536;Sevenum - Horsterweg 64;10-04-2024;1469
6536;Sevenum - Horsterweg 64;11-04-2024;1335
6536;Sevenum - Horsterweg 64;12-04-2024;2439
6536;Sevenum - Horsterweg 64;13-04-2024;1974
6536;Sevenum - Horsterweg 64;14-04-2024;1320
6537;Someren - Speelheuvelstraat 5;08-04-2024;1029
6537;Someren - Speelheuvelstraat 5;09-04-2024;877
6537;Someren - Speelheuvelstraat 5;10-04-2024;915
6537;Someren - Speelheuvelstraat 5;11-04-2024;977
6537;Someren - Speelheuvelstraat 5;12-04-2024;1568
6537;Someren - Speelheuvelstraat 5;13-04-2024;1474
6537;Someren - Speelheuvelstraat 5;14-04-2024;846
6539;Willemstad - Achterstraat 3;08-04-2024;340
6539;Willemstad - Achterstraat 3;09-04-2024;242
6539;Willemstad - Achterstraat 3;10-04-2024;397
6539;Willemstad - Achterstraat 3;11-04-2024;318
