Vestiging;Naam vestiging;Datum;Afzet CE Totaal
3021;Emmen - Houtweg 296;08-04-2024;992
3021;Emmen - Houtweg 296;09-04-2024;903
3021;Emmen - Houtweg 296;10-04-2024;954
3021;Emmen - Houtweg 296;11-04-2024;1213
3021;Emmen - Houtweg 296;12-04-2024;1495
3021;Emmen - Houtweg 296;13-04-2024;1419
3021;Emmen - Houtweg 296;14-04-2024;960
3025;Huizen - De Kostmand 2;08-04-2024;607
3025;Huizen - De Kostmand 2;09-04-2024;563
3025;Huizen - De Kostmand 2;10-04-2024;835
3025;Huizen - De Kostmand 2;11-04-2024;574
3025;Huizen - De Kostmand 2;12-04-2024;873
3025;Huizen - De Kostmand 2;13-04-2024;929
3025;Huizen - De Kostmand 2;14-04-2024;415
3047;Alkmaar - J. Naberstraat 49-51;08-04-2024;1824
3047;Alkmaar - J. Naberstraat 49-51;09-04-2024;1557
3047;Alkmaar - J. Naberstraat 49-51;10-04-2024;1933
3047;Alkmaar - J. Naberstraat 49-51;11-04-2024;2036
3047;Alkmaar - J. Naberstraat 49-51;12-04-2024;2452
3047;Alkmaar - J. Naberstraat 49-51;13-04-2024;2729
3047;Alkmaar - J. Naberstraat 49-51;14-04-2024;1914
3048;Anna Paulowna - Molengang 10-14;08-04-2024;623
3048;Anna Paulowna - Molengang 10-14;09-04-2024;543
3048;Anna Paulowna - Molengang 10-14;10-04-2024;652
3048;Anna Paulowna - Molengang 10-14;11-04-2024;794
3048;Anna Paulowna - Molengang 10-14;12-04-2024;1112
3048;Anna Paulowna - Molengang 10-14;13-04-2024;1086
3048;Anna Paulowna - Molengang 10-14;14-04-2024;683
3049;Rotterdam - Sicilieboulevard 402;08-04-2024;678
3049;Rotterdam - Sicilieboulevard 402;09-04-2024;486
3049;Rotterdam - Sicilieboulevard 402;10-04-2024;750
3049;Rotterdam - Sicilieboulevard 402;11-04-2024;552
3049;Rotterdam - Sicilieboulevard 402;12-04-2024;1029
3049;Rotterdam - Sicilieboulevard 402;13-04-2024;1367
3049;Rotterdam - Sicilieboulevard 402;14-04-2024;891
3051;Delft - Troelstralaan 9;08-04-2024;1620
3051;Delft - Troelstralaan 9;09-04-2024;1597
3051;Delft - Troelstralaan 9;10-04-2024;1717
3051;Delft - Troelstralaan 9;11-04-2024;1690
3051;Delft - Troelstralaan 9;12-04-2024;2172
3051;Delft - Troelstralaan 9;13-04-2024;2032
3051;Delft - Troelstralaan 9;14-04-2024;1489
3052;Delft - Bastiaansplein 135;08-04-2024;1857
3052;Delft - Bastiaansplein 135;09-04-2024;1645
3052;Delft - Bastiaansplein 135;10-04-2024;2055
3052;Delft - Bastiaansplein 135;11-04-2024;2106
3052;Delft - Bastiaansplein 135;12-04-2024;2714
3052;Delft - Bastiaansplein 135;13-04-2024;2933
3052;Delft - Bastiaansplein 135;14-04-2024;2205
3053;Vlissingen - Hermesweg 25;08-04-2024;1225
3053;Vlissingen - Hermesweg 25;09-04-2024;992
3053;Vlissingen - Hermesweg 25;10-04-2024;1253
3053;Vlissingen - Hermesweg 25;11-04-2024;1035
3053;Vlissingen - Hermesweg 25;12-04-2024;1545
3053;Vlissingen - Hermesweg 25;13-04-2024;1406
3053;Vlissingen - Hermesweg 25;14-04-2024;1160
3054;Amsterdam - Buikslotermeerplein 52;08-04-2024;2211
3054;Amsterdam - Buikslotermeerplein 52;09-04-2024;2155
3054;Amsterdam - Buikslotermeerplein 52;10-04-2024;2346
3054;Amsterdam - Buikslotermeerplein 52;11-04-2024;2235
3054;Amsterdam - Buikslotermeerplein 52;12-04-2024;2795
3054;Amsterdam - Buikslotermeerplein 52;13-04-2024;2772
3054;Amsterdam - Buikslotermeerplein 52;14-04-2024;2186
3056;Barneveld - Amersfoortsestraat 70;08-04-2024;370
3056;Barneveld - Amersfoortsestraat 70;09-04-2024;385
3056;Barneveld - Amersfoortsestraat 70;10-04-2024;485
3056;Barneveld - Amersfoortsestraat 70;11-04-2024;472
3056;Barneveld - Amersfoortsestraat 70;12-04-2024;678
3056;Barneveld - Amersfoortsestraat 70;13-04-2024;708
3063;Terneuzen - Schuttershofweg 10;08-04-2024;775
3063;Terneuzen - Schuttershofweg 10;09-04-2024;924
3063;Terneuzen - Schuttershofweg 10;10-04-2024;853
3063;Terneuzen - Schuttershofweg 10;11-04-2024;1102
3063;Terneuzen - Schuttershofweg 10;12-04-2024;1177
3063;Terneuzen - Schuttershofweg 10;13-04-2024;1262
3063;Terneuzen - Schuttershofweg 10;14-04-2024;745
3064;Amersfoort - Pieter Stastokerf 6-8;08-04-2024;1183
3064;Amersfoort - Pieter Stastokerf 6-8;09-04-2024;1042
3064;Amersfoort - Pieter Stastokerf 6-8;10-04-2024;1183
3064;Amersfoort - Pieter Stastokerf 6-8;11-04-2024;1162
3064;Amersfoort - Pieter Stastokerf 6-8;12-04-2024;1658
3064;Amersfoort - Pieter Stastokerf 6-8;13-04-2024;1454
3064;Amersfoort - Pieter Stastokerf 6-8;14-04-2024;965
3065;Oosterhout - Zuiderhout 4-7a;08-04-2024;1137
3065;Oosterhout - Zuiderhout 4-7a;09-04-2024;909
3065;Oosterhout - Zuiderhout 4-7a;10-04-2024;1068
3065;Oosterhout - Zuiderhout 4-7a;11-04-2024;996
3065;Oosterhout - Zuiderhout 4-7a;12-04-2024;1392
3065;Oosterhout - Zuiderhout 4-7a;13-04-2024;1457
3065;Oosterhout - Zuiderhout 4-7a;14-04-2024;1062
3076;Nijmegen - Malvert 7023;08-04-2024;1021
3076;Nijmegen - Malvert 7023;09-04-2024;896
3076;Nijmegen - Malvert 7023;10-04-2024;1002
3076;Nijmegen - Malvert 7023;11-04-2024;938
3076;Nijmegen - Malvert 7023;12-04-2024;1112
3076;Nijmegen - Malvert 7023;13-04-2024;1290
3076;Nijmegen - Malvert 7023;14-04-2024;753
3081;Barneveld - Nieuwe Markt 5;08-04-2024;744
3081;Barneveld - Nieuwe Markt 5;09-04-2024;598
3081;Barneveld - Nieuwe Markt 5;10-04-2024;757
3081;Barneveld - Nieuwe Markt 5;11-04-2024;765
3081;Barneveld - Nieuwe Markt 5;12-04-2024;982
3081;Barneveld - Nieuwe Markt 5;13-04-2024;1178
3083;Deurne (NL) - Stationsstraat 43;08-04-2024;1090
3083;Deurne (NL) - Stationsstraat 43;09-04-2024;1022
3083;Deurne (NL) - Stationsstraat 43;10-04-2024;1124
3083;Deurne (NL) - Stationsstraat 43;11-04-2024;1239
3083;Deurne (NL) - Stationsstraat 43;12-04-2024;1680
3083;Deurne (NL) - Stationsstraat 43;13-04-2024;1732
3083;Deurne (NL) - Stationsstraat 43;14-04-2024;1300
3087;Rotterdam - Samuel Esmeijerplein 21;08-04-2024;1816
3087;Rotterdam - Samuel Esmeijerplein 21;09-04-2024;1594
3087;Rotterdam - Samuel Esmeijerplein 21;10-04-2024;1902
3087;Rotterdam - Samuel Esmeijerplein 21;11-04-2024;1824
3087;Rotterdam - Samuel Esmeijerplein 21;12-04-2024;2230
3087;Rotterdam - Samuel Esmeijerplein 21;13-04-2024;2288
3087;Rotterdam - Samuel Esmeijerplein 21;14-04-2024;1615
3090;Hilvarenbeek - Hilverstraat 99;08-04-2024;622
3090;Hilvarenbeek - Hilverstraat 99;09-04-2024;481
3090;Hilvarenbeek - Hilverstraat 99;10-04-2024;668
3090;Hilvarenbeek - Hilverstraat 99;11-04-2024;613
3090;Hilvarenbeek - Hilverstraat 99;12-04-2024;990
3090;Hilvarenbeek - Hilverstraat 99;13-04-2024;925
3090;Hilvarenbeek - Hilverstraat 99;14-04-2024;464
3091;Zoetermeer - Middelwaard 52;08-04-2024;1462
3091;Zoetermeer - Middelwaard 52;09-04-2024;1454
3091;Zoetermeer - Middelwaard 52;10-04-2024;1593
3091;Zoetermeer - Middelwaard 52;11-04-2024;1441
3091;Zoetermeer - Middelwaard 52;12-04-2024;1911
3091;Zoetermeer - Middelwaard 52;13-04-2024;1847
3091;Zoetermeer - Middelwaard 52;14-04-2024;1489
3092;Emmen - Statenweg 33;08-04-2024;1719
3092;Emmen - Statenweg 33;09-04-2024;1479
3092;Emmen - Statenweg 33;10-04-2024;1565
3092;Emmen - Statenweg 33;11-04-2024;1518
3092;Emmen - Statenweg 33;12-04-2024;1959
3092;Emmen - Statenweg 33;13-04-2024;1540
3092;Emmen - Statenweg 33;14-04-2024;1072
3094;Almere-Buiten - Detroitpad 1;08-04-2024;1514
3094;Almere-Buiten - Detroitpad 1;09-04-2024;1524
3094;Almere-Buiten - Detroitpad 1;10-04-2024;1774
3094;Almere-Buiten - Detroitpad 1;11-04-2024;1518
3094;Almere-Buiten - Detroitpad 1;12-04-2024;2112
3094;Almere-Buiten - Detroitpad 1;13-04-2024;2061
3094;Almere-Buiten - Detroitpad 1;14-04-2024;1713
3097;De Lier - Oranjeplein 40;08-04-2024;796
3097;De Lier - Oranjeplein 40;09-04-2024;795
3097;De Lier - Oranjeplein 40;10-04-2024;922
3097;De Lier - Oranjeplein 40;11-04-2024;1055
3097;De Lier - Oranjeplein 40;12-04-2024;1270
3097;De Lier - Oranjeplein 40;13-04-2024;1340
3097;De Lier - Oranjeplein 40;14-04-2024;771
3098;Almere-Haven - Jaagmeent 250;08-04-2024;982
3098;Almere-Haven - Jaagmeent 250;09-04-2024;993
3098;Almere-Haven - Jaagmeent 250;10-04-2024;969
3098;Almere-Haven - Jaagmeent 250;11-04-2024;1036
3098;Almere-Haven - Jaagmeent 250;12-04-2024;1283
3098;Almere-Haven - Jaagmeent 250;13-04-2024;1402
3098;Almere-Haven - Jaagmeent 250;14-04-2024;972
3099;Nijmegen - Leuvensbroek 1028;08-04-2024;1367
3099;Nijmegen - Leuvensbroek 1028;09-04-2024;1183
3099;Nijmegen - Leuvensbroek 1028;10-04-2024;1282
3099;Nijmegen - Leuvensbroek 1028;11-04-2024;1257
3099;Nijmegen - Leuvensbroek 1028;12-04-2024;1686
3099;Nijmegen - Leuvensbroek 1028;13-04-2024;1625
3099;Nijmegen - Leuvensbroek 1028;14-04-2024;922
3101;Tilburg - Amer 13;08-04-2024;704
3101;Tilburg - Amer 13;09-04-2024;545
3101;Tilburg - Amer 13;10-04-2024;743
3101;Tilburg - Amer 13;11-04-2024;617
3101;Tilburg - Amer 13;12-04-2024;986
3101;Tilburg - Amer 13;13-04-2024;1057
3101;Tilburg - Amer 13;14-04-2024;754
3109;Spijkenisse - Vlinderveen 436;08-04-2024;1560
3109;Spijkenisse - Vlinderveen 436;09-04-2024;1495
3109;Spijkenisse - Vlinderveen 436;10-04-2024;1563
3109;Spijkenisse - Vlinderveen 436;11-04-2024;1559
3109;Spijkenisse - Vlinderveen 436;12-04-2024;1983
3109;Spijkenisse - Vlinderveen 436;13-04-2024;2377
3109;Spijkenisse - Vlinderveen 436;14-04-2024;1518
3110;Lage Zwaluwe - Pastoor van Hooijdonklaan 3;08-04-2024;616
3110;Lage Zwaluwe - Pastoor van Hooijdonklaan 3;09-04-2024;707
3110;Lage Zwaluwe - Pastoor van Hooijdonklaan 3;10-04-2024;712
3110;Lage Zwaluwe - Pastoor van Hooijdonklaan 3;11-04-2024;525
3110;Lage Zwaluwe - Pastoor van Hooijdonklaan 3;12-04-2024;872
3110;Lage Zwaluwe - Pastoor van Hooijdonklaan 3;13-04-2024;834
3110;Lage Zwaluwe - Pastoor van Hooijdonklaan 3;14-04-2024;568
3112;Bergen op Zoom - Vogelaar 29;08-04-2024;1120
3112;Bergen op Zoom - Vogelaar 29;09-04-2024;871
3112;Bergen op Zoom - Vogelaar 29;10-04-2024;1007
3112;Bergen op Zoom - Vogelaar 29;11-04-2024;888
3112;Bergen op Zoom - Vogelaar 29;12-04-2024;1249
3112;Bergen op Zoom - Vogelaar 29;13-04-2024;1414
3112;Bergen op Zoom - Vogelaar 29;14-04-2024;1144
3113;Eygelshoven - Portbeemden 1;08-04-2024;1014
3113;Eygelshoven - Portbeemden 1;09-04-2024;957
3113;Eygelshoven - Portbeemden 1;10-04-2024;1110
3113;Eygelshoven - Portbeemden 1;11-04-2024;949
3113;Eygelshoven - Portbeemden 1;12-04-2024;1208
3113;Eygelshoven - Portbeemden 1;13-04-2024;1381
3113;Eygelshoven - Portbeemden 1;14-04-2024;1064
3114;Schijndel - Sint Jorisplein 4;08-04-2024;1016
3114;Schijndel - Sint Jorisplein 4;09-04-2024;859
3114;Schijndel - Sint Jorisplein 4;10-04-2024;965
3114;Schijndel - Sint Jorisplein 4;11-04-2024;875
3114;Schijndel - Sint Jorisplein 4;12-04-2024;1116
3114;Schijndel - Sint Jorisplein 4;13-04-2024;1171
3114;Schijndel - Sint Jorisplein 4;14-04-2024;806
3116;Venlo - Vinckenhofstraat 90;08-04-2024;873
3116;Venlo - Vinckenhofstraat 90;09-04-2024;845
3116;Venlo - Vinckenhofstraat 90;10-04-2024;866
3116;Venlo - Vinckenhofstraat 90;11-04-2024;879
3116;Venlo - Vinckenhofstraat 90;12-04-2024;1178
3116;Venlo - Vinckenhofstraat 90;13-04-2024;1141
3116;Venlo - Vinckenhofstraat 90;14-04-2024;1114
3117;Helmond - Brouwhorst 10;08-04-2024;959
3117;Helmond - Brouwhorst 10;09-04-2024;870
3117;Helmond - Brouwhorst 10;10-04-2024;1112
3117;Helmond - Brouwhorst 10;11-04-2024;909
3117;Helmond - Brouwhorst 10;12-04-2024;1338
3117;Helmond - Brouwhorst 10;13-04-2024;1415
3117;Helmond - Brouwhorst 10;14-04-2024;927
3118;Zwolle - Petuniaplein 23;08-04-2024;536
3118;Zwolle - Petuniaplein 23;09-04-2024;461
3118;Zwolle - Petuniaplein 23;10-04-2024;639
3118;Zwolle - Petuniaplein 23;11-04-2024;574
3118;Zwolle - Petuniaplein 23;12-04-2024;805
3118;Zwolle - Petuniaplein 23;13-04-2024;821
3118;Zwolle - Petuniaplein 23;14-04-2024;424
3119;Amersfoort - Wiekslag 261;08-04-2024;1333
3119;Amersfoort - Wiekslag 261;09-04-2024;1110
3119;Amersfoort - Wiekslag 261;10-04-2024;1276
3119;Amersfoort - Wiekslag 261;11-04-2024;1134
3119;Amersfoort - Wiekslag 261;12-04-2024;1629
3119;Amersfoort - Wiekslag 261;13-04-2024;1734
3119;Amersfoort - Wiekslag 261;14-04-2024;1097
3122;Zwolle - Sellekamp 26;08-04-2024;757
3122;Zwolle - Sellekamp 26;09-04-2024;696
3122;Zwolle - Sellekamp 26;10-04-2024;808
3122;Zwolle - Sellekamp 26;11-04-2024;734
3122;Zwolle - Sellekamp 26;12-04-2024;1244
3122;Zwolle - Sellekamp 26;13-04-2024;1055
3122;Zwolle - Sellekamp 26;14-04-2024;620
3125;Leiden - Diamantplein 55;08-04-2024;1395
3125;Leiden - Diamantplein 55;09-04-2024;1202
3125;Leiden - Diamantplein 55;10-04-2024;1648
3125;Leiden - Diamantplein 55;11-04-2024;1372
3125;Leiden - Diamantplein 55;12-04-2024;1727
3125;Leiden - Diamantplein 55;13-04-2024;1596
3125;Leiden - Diamantplein 55;14-04-2024;1394
3126;Eindhoven - Nederlandplein 103;08-04-2024;806
3126;Eindhoven - Nederlandplein 103;09-04-2024;726
3126;Eindhoven - Nederlandplein 103;10-04-2024;840
3126;Eindhoven - Nederlandplein 103;11-04-2024;692
3126;Eindhoven - Nederlandplein 103;12-04-2024;1024
3126;Eindhoven - Nederlandplein 103;13-04-2024;1058
3126;Eindhoven - Nederlandplein 103;14-04-2024;716
3127;Eindhoven - Winkelcentrum Woensel 1;08-04-2024;1027
3127;Eindhoven - Winkelcentrum Woensel 1;09-04-2024;1151
3127;Eindhoven - Winkelcentrum Woensel 1;10-04-2024;1230
3127;Eindhoven - Winkelcentrum Woensel 1;11-04-2024;1323
3127;Eindhoven - Winkelcentrum Woensel 1;12-04-2024;1612
3127;Eindhoven - Winkelcentrum Woensel 1;13-04-2024;2036
3127;Eindhoven - Winkelcentrum Woensel 1;14-04-2024;1024
3128;Beneden-Leeuwen - Nijverheidsstraat 4;08-04-2024;1164
3128;Beneden-Leeuwen - Nijverheidsstraat 4;09-04-2024;961
3128;Beneden-Leeuwen - Nijverheidsstraat 4;10-04-2024;1284
3128;Beneden-Leeuwen - Nijverheidsstraat 4;11-04-2024;1137
3128;Beneden-Leeuwen - Nijverheidsstraat 4;12-04-2024;1824
3128;Beneden-Leeuwen - Nijverheidsstraat 4;13-04-2024;1901
3128;Beneden-Leeuwen - Nijverheidsstraat 4;14-04-2024;1020
3129;Wilnis - Molmlaan 2;08-04-2024;566
3129;Wilnis - Molmlaan 2;09-04-2024;468
3129;Wilnis - Molmlaan 2;10-04-2024;841
3129;Wilnis - Molmlaan 2;11-04-2024;620
3129;Wilnis - Molmlaan 2;12-04-2024;799
3129;Wilnis - Molmlaan 2;13-04-2024;1092
3129;Wilnis - Molmlaan 2;14-04-2024;532
3130;Doorwerth - Mozartlaan 66;08-04-2024;724
3130;Doorwerth - Mozartlaan 66;09-04-2024;667
3130;Doorwerth - Mozartlaan 66;10-04-2024;854
3130;Doorwerth - Mozartlaan 66;11-04-2024;750
3130;Doorwerth - Mozartlaan 66;12-04-2024;1009
3130;Doorwerth - Mozartlaan 66;13-04-2024;1100
3130;Doorwerth - Mozartlaan 66;14-04-2024;586
3133;Nijmegen - Sint Jacobslaan 500;08-04-2024;1238
3133;Nijmegen - Sint Jacobslaan 500;09-04-2024;989
3133;Nijmegen - Sint Jacobslaan 500;10-04-2024;1329
3133;Nijmegen - Sint Jacobslaan 500;11-04-2024;1170
3133;Nijmegen - Sint Jacobslaan 500;12-04-2024;1360
3133;Nijmegen - Sint Jacobslaan 500;13-04-2024;1384
3133;Nijmegen - Sint Jacobslaan 500;14-04-2024;800
3136;Leeuwarden - Eksterstraat 32;08-04-2024;875
3136;Leeuwarden - Eksterstraat 32;09-04-2024;780
3136;Leeuwarden - Eksterstraat 32;10-04-2024;843
3136;Leeuwarden - Eksterstraat 32;11-04-2024;789
3136;Leeuwarden - Eksterstraat 32;12-04-2024;1224
3136;Leeuwarden - Eksterstraat 32;13-04-2024;1191
3136;Leeuwarden - Eksterstraat 32;14-04-2024;643
3137;Breda - Pastoor van Spaandonkstraat 60;08-04-2024;811
3137;Breda - Pastoor van Spaandonkstraat 60;09-04-2024;678
3137;Breda - Pastoor van Spaandonkstraat 60;10-04-2024;884
3137;Breda - Pastoor van Spaandonkstraat 60;11-04-2024;906
3137;Breda - Pastoor van Spaandonkstraat 60;12-04-2024;1125
3137;Breda - Pastoor van Spaandonkstraat 60;13-04-2024;1231
3137;Breda - Pastoor van Spaandonkstraat 60;14-04-2024;882
3138;Papendrecht - Jan van Goijenstraat 5;08-04-2024;1898
3138;Papendrecht - Jan van Goijenstraat 5;09-04-2024;1692
3138;Papendrecht - Jan van Goijenstraat 5;10-04-2024;1744
3138;Papendrecht - Jan van Goijenstraat 5;11-04-2024;2015
3138;Papendrecht - Jan van Goijenstraat 5;12-04-2024;2586
3138;Papendrecht - Jan van Goijenstraat 5;13-04-2024;2346
3138;Papendrecht - Jan van Goijenstraat 5;14-04-2024;1243
3141;Enschede - Wesselernering 21;08-04-2024;1483
3141;Enschede - Wesselernering 21;09-04-2024;1389
3141;Enschede - Wesselernering 21;10-04-2024;1415
3141;Enschede - Wesselernering 21;11-04-2024;1491
3141;Enschede - Wesselernering 21;12-04-2024;2001
3141;Enschede - Wesselernering 21;13-04-2024;2100
3141;Enschede - Wesselernering 21;14-04-2024;1156
3144;Nieuwegein - Walnootgaarde 4A;08-04-2024;980
3144;Nieuwegein - Walnootgaarde 4A;09-04-2024;905
3144;Nieuwegein - Walnootgaarde 4A;10-04-2024;1190
3144;Nieuwegein - Walnootgaarde 4A;11-04-2024;972
3144;Nieuwegein - Walnootgaarde 4A;12-04-2024;1415
3144;Nieuwegein - Walnootgaarde 4A;13-04-2024;1552
3144;Nieuwegein - Walnootgaarde 4A;14-04-2024;998
3147;Ulft - Middelgraaf 4;08-04-2024;761
3147;Ulft - Middelgraaf 4;09-04-2024;679
3147;Ulft - Middelgraaf 4;10-04-2024;706
3147;Ulft - Middelgraaf 4;11-04-2024;894
3147;Ulft - Middelgraaf 4;12-04-2024;1050
3147;Ulft - Middelgraaf 4;13-04-2024;1366
3147;Ulft - Middelgraaf 4;14-04-2024;743
3148;Zeist - Johan van Oldenbarneveltlaan 9;08-04-2024;1171
3148;Zeist - Johan van Oldenbarneveltlaan 9;09-04-2024;1047
3148;Zeist - Johan van Oldenbarneveltlaan 9;10-04-2024;1125
3148;Zeist - Johan van Oldenbarneveltlaan 9;11-04-2024;1042
3148;Zeist - Johan van Oldenbarneveltlaan 9;12-04-2024;1357
3148;Zeist - Johan van Oldenbarneveltlaan 9;13-04-2024;1507
3148;Zeist - Johan van Oldenbarneveltlaan 9;14-04-2024;857
3149;Assen - Nobellaan 259;08-04-2024;1766
3149;Assen - Nobellaan 259;09-04-2024;1747
3149;Assen - Nobellaan 259;10-04-2024;1838
3149;Assen - Nobellaan 259;11-04-2024;2085
3149;Assen - Nobellaan 259;12-04-2024;2401
3149;Assen - Nobellaan 259;13-04-2024;2471
3149;Assen - Nobellaan 259;14-04-2024;1391
3153;Urk - Nagel 60;08-04-2024;967
3153;Urk - Nagel 60;09-04-2024;940
3153;Urk - Nagel 60;10-04-2024;1085
3153;Urk - Nagel 60;11-04-2024;1350
3153;Urk - Nagel 60;12-04-2024;1866
3153;Urk - Nagel 60;13-04-2024;2098
3159;Houten - Spoorhaag 129;08-04-2024;699
3159;Houten - Spoorhaag 129;09-04-2024;695
3159;Houten - Spoorhaag 129;10-04-2024;791
3159;Houten - Spoorhaag 129;11-04-2024;796
3159;Houten - Spoorhaag 129;12-04-2024;1070
3159;Houten - Spoorhaag 129;13-04-2024;1065
3159;Houten - Spoorhaag 129;14-04-2024;581
3167;Urk - Flevostraat 7A;08-04-2024;323
3167;Urk - Flevostraat 7A;09-04-2024;301
3167;Urk - Flevostraat 7A;10-04-2024;526
3167;Urk - Flevostraat 7A;11-04-2024;682
3167;Urk - Flevostraat 7A;12-04-2024;885
3167;Urk - Flevostraat 7A;13-04-2024;933
3168;Bakel - Auerschootseweg 17;08-04-2024;792
3168;Bakel - Auerschootseweg 17;09-04-2024;704
3168;Bakel - Auerschootseweg 17;10-04-2024;788
3168;Bakel - Auerschootseweg 17;11-04-2024;925
3168;Bakel - Auerschootseweg 17;12-04-2024;1367
3168;Bakel - Auerschootseweg 17;13-04-2024;1411
3168;Bakel - Auerschootseweg 17;14-04-2024;1012
3169;Kampen - Hanzeplein 27;08-04-2024;1625
3169;Kampen - Hanzeplein 27;09-04-2024;1306
3169;Kampen - Hanzeplein 27;10-04-2024;1676
3169;Kampen - Hanzeplein 27;11-04-2024;1643
3169;Kampen - Hanzeplein 27;12-04-2024;2255
3169;Kampen - Hanzeplein 27;13-04-2024;2282
3169;Kampen - Hanzeplein 27;14-04-2024;1109
3171;Lienden - Verbrughweg 16;08-04-2024;1344
3171;Lienden - Verbrughweg 16;09-04-2024;964
3171;Lienden - Verbrughweg 16;10-04-2024;1322
3171;Lienden - Verbrughweg 16;11-04-2024;1540
3171;Lienden - Verbrughweg 16;12-04-2024;2635
3171;Lienden - Verbrughweg 16;13-04-2024;2770
3171;Lienden - Verbrughweg 16;14-04-2024;45
3172;Eindhoven - Kastelenplein 86;08-04-2024;1369
3172;Eindhoven - Kastelenplein 86;09-04-2024;1231
3172;Eindhoven - Kastelenplein 86;10-04-2024;1184
3172;Eindhoven - Kastelenplein 86;11-04-2024;1278
3172;Eindhoven - Kastelenplein 86;12-04-2024;1595
3172;Eindhoven - Kastelenplein 86;13-04-2024;1664
3172;Eindhoven - Kastelenplein 86;14-04-2024;1193
3175;Enschede - Burgemeester van Veenlaan 100;08-04-2024;1618
3175;Enschede - Burgemeester van Veenlaan 100;09-04-2024;1601
3175;Enschede - Burgemeester van Veenlaan 100;10-04-2024;1615
3175;Enschede - Burgemeester van Veenlaan 100;11-04-2024;1608
3175;Enschede - Burgemeester van Veenlaan 100;12-04-2024;2095
3175;Enschede - Burgemeester van Veenlaan 100;13-04-2024;2055
3175;Enschede - Burgemeester van Veenlaan 100;14-04-2024;1153
3176;Bleiswijk - Dorpsstraat 39;08-04-2024;1130
3176;Bleiswijk - Dorpsstraat 39;09-04-2024;1167
3176;Bleiswijk - Dorpsstraat 39;10-04-2024;1227
3176;Bleiswijk - Dorpsstraat 39;11-04-2024;1211
3176;Bleiswijk - Dorpsstraat 39;12-04-2024;1732
3176;Bleiswijk - Dorpsstraat 39;13-04-2024;1652
3176;Bleiswijk - Dorpsstraat 39;14-04-2024;925
3177;Zoetermeer - Quirinegang 201;08-04-2024;806
3177;Zoetermeer - Quirinegang 201;09-04-2024;684
3177;Zoetermeer - Quirinegang 201;10-04-2024;951
3177;Zoetermeer - Quirinegang 201;11-04-2024;996
3177;Zoetermeer - Quirinegang 201;12-04-2024;1430
3177;Zoetermeer - Quirinegang 201;13-04-2024;1489
3177;Zoetermeer - Quirinegang 201;14-04-2024;758
3178;Aalsmeer - Ophelialaan 124;08-04-2024;1825
3178;Aalsmeer - Ophelialaan 124;09-04-2024;1569
3178;Aalsmeer - Ophelialaan 124;10-04-2024;1969
3178;Aalsmeer - Ophelialaan 124;11-04-2024;1755
3178;Aalsmeer - Ophelialaan 124;12-04-2024;2232
3178;Aalsmeer - Ophelialaan 124;13-04-2024;2173
3178;Aalsmeer - Ophelialaan 124;14-04-2024;1600
3179;Oirschot - De Loop 28;08-04-2024;989
3179;Oirschot - De Loop 28;09-04-2024;974
3179;Oirschot - De Loop 28;10-04-2024;917
3179;Oirschot - De Loop 28;11-04-2024;1023
3179;Oirschot - De Loop 28;12-04-2024;1360
3179;Oirschot - De Loop 28;13-04-2024;1600
3179;Oirschot - De Loop 28;14-04-2024;1002
3180;Hulst - Stationsplein 30;08-04-2024;96
3180;Hulst - Stationsplein 30;09-04-2024;117
3180;Hulst - Stationsplein 30;10-04-2024;72
3180;Hulst - Stationsplein 30;11-04-2024;29
3180;Hulst - Stationsplein 30;12-04-2024;139
3180;Hulst - Stationsplein 30;13-04-2024;46
3180;Hulst - Stationsplein 30;14-04-2024;
3181;Gorredijk - Badweg 34;08-04-2024;557
3181;Gorredijk - Badweg 34;09-04-2024;552
3181;Gorredijk - Badweg 34;10-04-2024;587
3181;Gorredijk - Badweg 34;11-04-2024;582
3181;Gorredijk - Badweg 34;12-04-2024;987
3181;Gorredijk - Badweg 34;13-04-2024;927
3181;Gorredijk - Badweg 34;14-04-2024;542
3184;IJsselstein - De Clinckhoeff 2;08-04-2024;878
3184;IJsselstein - De Clinckhoeff 2;09-04-2024;854
3184;IJsselstein - De Clinckhoeff 2;10-04-2024;1002
3184;IJsselstein - De Clinckhoeff 2;11-04-2024;816
3184;IJsselstein - De Clinckhoeff 2;12-04-2024;1369
3184;IJsselstein - De Clinckhoeff 2;13-04-2024;1510
3184;IJsselstein - De Clinckhoeff 2;14-04-2024;773
3186;Rotterdam - Hillelaan 77A;08-04-2024;2211
3186;Rotterdam - Hillelaan 77A;09-04-2024;1838
3186;Rotterdam - Hillelaan 77A;10-04-2024;2347
3186;Rotterdam - Hillelaan 77A;11-04-2024;2074
3186;Rotterdam - Hillelaan 77A;12-04-2024;2450
3186;Rotterdam - Hillelaan 77A;13-04-2024;2490
3186;Rotterdam - Hillelaan 77A;14-04-2024;2914
3189;Tiel - De Kranshof 3;08-04-2024;1608
3189;Tiel - De Kranshof 3;09-04-2024;1388
3189;Tiel - De Kranshof 3;10-04-2024;1584
3189;Tiel - De Kranshof 3;11-04-2024;1540
3189;Tiel - De Kranshof 3;12-04-2024;2182
3189;Tiel - De Kranshof 3;13-04-2024;2337
3189;Tiel - De Kranshof 3;14-04-2024;1357
3191;Leeuwarden - Stadionplein 3;08-04-2024;1428
